Question id	Question name	Choice name	Assumption q id	Assumption q name	Assumption choice name	exposure
413	When will the first Watson-based app be available for sale to the public on the Apple iOS operating system?	By December 31, 2014				0.0
413	When will the first Watson-based app be available for sale to the public on the Apple iOS operating system?	Between January 1, 2015 and June 30, 2015				0.0
413	When will the first Watson-based app be available for sale to the public on the Apple iOS operating system?	Between July 1, 2015 and December 31, 2015				0.0
413	When will the first Watson-based app be available for sale to the public on the Apple iOS operating system?	Between January 1, 2016 and December 31, 2016				0.0
413	When will the first Watson-based app be available for sale to the public on the Apple iOS operating system?	Will not occur before January 1, 2017				0.0
414	When will 3D printing Oreo technology become readily available to the public?	Prior to 2015				0.0
414	When will 3D printing Oreo technology become readily available to the public?	2015				0.0
414	When will 3D printing Oreo technology become readily available to the public?	2016				0.0
414	When will 3D printing Oreo technology become readily available to the public?	2017				0.0
414	When will 3D printing Oreo technology become readily available to the public?	After 2017				0.0
414	When will 3D printing Oreo technology become readily available to the public?	Not at all				0.0
416	Will the "R" programming language be among the top five Software and Technologies related searches in the US in 2014, as reported by Google Trends?	False				0.0
416	Will the "R" programming language be among the top five Software and Technologies related searches in the US in 2014, as reported by Google Trends?	True				0.0
417	In 2014, will the term "Python" be among the top 5 searches from US users related to Software and Technologies, as reported by Google Trends?	False				0.0
417	In 2014, will the term "Python" be among the top 5 searches from US users related to Software and Technologies, as reported by Google Trends?	True				0.0
418	Will the identity of Satoshi Nakamoto be identified by December 31, 2014?	False				9.353
418	Will the identity of Satoshi Nakamoto be identified by December 31, 2014?	True				-54.629
419	In 2014, will Montana be among the top three US states in number of searches for the 'R' programming language, as reported by Google Trends?	False				0.0
419	In 2014, will Montana be among the top three US states in number of searches for the 'R' programming language, as reported by Google Trends?	True				0.0
420	Will US utility-scale solar power capacity surpass 8GW by the end of 2014?	False				0.0
420	Will US utility-scale solar power capacity surpass 8GW by the end of 2014?	True				0.0
421	Will the unit price of Chinese solar PV modules fall below 50 cents per watt in the US by the end of 2015?	False				0.0
421	Will the unit price of Chinese solar PV modules fall below 50 cents per watt in the US by the end of 2015?	True				0.0
422	Will Chinese solar manufacturer JA Solar's new 19% efficiency multi-Si solar cell module be available on the US commercial market by the end of 2014?	False				0.0
422	Will Chinese solar manufacturer JA Solar's new 19% efficiency multi-Si solar cell module be available on the US commercial market by the end of 2014?	True				0.0
424	Will a solar cell with efficiency of at least 50% be reported by the end of 2017?	False				0.0
424	Will a solar cell with efficiency of at least 50% be reported by the end of 2017?	True				0.0
426	Will thin-film solar cells based on copper nanowires be reported in a scientific paper by the end of 2014?	False				0.0
426	Will thin-film solar cells based on copper nanowires be reported in a scientific paper by the end of 2014?	True				0.0
427	Will a cellphone that charges itself using self-charging power cells (SCPC) be demonstrated publicly before the end of 2015?	False				0.0
427	Will a cellphone that charges itself using self-charging power cells (SCPC) be demonstrated publicly before the end of 2015?	True				0.0
428	Will the development of a quantum computer using nanotubes as quantum bits be reported in a scientific paper by the end of 2014?	False				0.0
428	Will the development of a quantum computer using nanotubes as quantum bits be reported in a scientific paper by the end of 2014?	True				0.0
431	Will a second group successfully reproduce the stimulus-triggered acquisition of pluripotency (STAP) results achieved by by H. Obokata et al.?	False				0.0
431	Will a second group successfully reproduce the stimulus-triggered acquisition of pluripotency (STAP) results achieved by by H. Obokata et al.?	True				0.0
435	Will perovskite solar cells prepared with room temperature processes enter the commercial market by the end of 2016?	False				0.0
435	Will perovskite solar cells prepared with room temperature processes enter the commercial market by the end of 2016?	True				0.0
437	Will the US National Security Agency build a gate model quantum computer before the end of 2017?	False				0.0
437	Will the US National Security Agency build a gate model quantum computer before the end of 2017?	True				0.0
438	Will GE and Sasol's new AbMBR technology, which cleans waste water while generating biogas for power production, be comercially available by the end of June 2015?	False				0.0
438	Will GE and Sasol's new AbMBR technology, which cleans waste water while generating biogas for power production, be comercially available by the end of June 2015?	True				0.0
439	Will solar-blind sensors, made using the low-cost UV photodetector developed by researchers at Northwestern University, be deployed by the US armed forces before the end of 2019?	False				0.0
439	Will solar-blind sensors, made using the low-cost UV photodetector developed by researchers at Northwestern University, be deployed by the US armed forces before the end of 2019?	True				0.0
440	Will an innovative superconducting cable system, recently developed by a research group in the Netherlands, be incorporated in the ITER project?	False				0.0
440	Will an innovative superconducting cable system, recently developed by a research group in the Netherlands, be incorporated in the ITER project?	True				0.0
441	Will a lab-grown single-element quasicrystal be reported in a scientific journal before the end of 2020?	False				0.0
441	Will a lab-grown single-element quasicrystal be reported in a scientific journal before the end of 2020?	True				0.0
442	Will an orbiting body system be discovered in space before the end of 2019 which could verify at least one of the 13 new three-body problem solution families recently discovered by two Belgrade physicists?	False				0.0
442	Will an orbiting body system be discovered in space before the end of 2019 which could verify at least one of the 13 new three-body problem solution families recently discovered by two Belgrade physicists?	True				0.0
443	When will a vertical takeoff-vertical landing rocket booster that had previously delivered a payload into orbit successfully be reused in a second orbital launch?	Before September 2014				0.0
443	When will a vertical takeoff-vertical landing rocket booster that had previously delivered a payload into orbit successfully be reused in a second orbital launch?	from September 2014 to February 2015				0.0
443	When will a vertical takeoff-vertical landing rocket booster that had previously delivered a payload into orbit successfully be reused in a second orbital launch?	from March 2015 to August 2015				0.0
443	When will a vertical takeoff-vertical landing rocket booster that had previously delivered a payload into orbit successfully be reused in a second orbital launch?	from September 2015 to February 2016				0.0
443	When will a vertical takeoff-vertical landing rocket booster that had previously delivered a payload into orbit successfully be reused in a second orbital launch?	after February 2016				0.0
445	Will U.S. wind energy consumption exceed 1.6 quadrillion BTU in 2014?	False				0.0
445	Will U.S. wind energy consumption exceed 1.6 quadrillion BTU in 2014?	True				0.0
446	Will 2015 be the warmest year since records began (in 1880), based on combined global land and ocean surface temperature?	False				0.0
446	Will 2015 be the warmest year since records began (in 1880), based on combined global land and ocean surface temperature?	True				0.0
447	Will the Northeastern region of the United States have a milder January in 2015 than it did in 2014?	False				0.0
447	Will the Northeastern region of the United States have a milder January in 2015 than it did in 2014?	True				0.0
448	Will 'Acura NSX' be among the five most-searched terms in Google related to Hybrid and Electric vehicles in at least one month between January and June 2015?	False				0.0
448	Will 'Acura NSX' be among the five most-searched terms in Google related to Hybrid and Electric vehicles in at least one month between January and June 2015?	True				0.0
449	Will India be among the three leading countries in utility-scale solar power capacity by the end of 2016?	False				0.0
449	Will India be among the three leading countries in utility-scale solar power capacity by the end of 2016?	True				0.0
450	Will either the US or China have 10 GW in utility-scale PV solar power capacity installed by the end of 2015?	US only				0.0
450	Will either the US or China have 10 GW in utility-scale PV solar power capacity installed by the end of 2015?	China only				0.0
450	Will either the US or China have 10 GW in utility-scale PV solar power capacity installed by the end of 2015?	Both US and China				0.0
450	Will either the US or China have 10 GW in utility-scale PV solar power capacity installed by the end of 2015?	Neither US or China				0.0
451	Will the number of US patents granted in 2014 with the term 'mashup' in their title or abstract be greater than the number granted in 2013 using the same term?	False				0.0
451	Will the number of US patents granted in 2014 with the term 'mashup' in their title or abstract be greater than the number granted in 2013 using the same term?	True				0.0
452	Will temperature-related energy demand in the US Northeastern region be lower in January 2015 than it was in January 2014?	False				0.0
452	Will temperature-related energy demand in the US Northeastern region be lower in January 2015 than it was in January 2014?	True				0.0
453	Will a foldable tablet computer made with inkjet-printed graphene be commercially available by the end of 2018?	False				0.0
453	Will a foldable tablet computer made with inkjet-printed graphene be commercially available by the end of 2018?	True				0.0
454	Will California get more than 6 inches of precipitation in February 2015?	False				0.0
454	Will California get more than 6 inches of precipitation in February 2015?	True				0.0
455	Will the water level in Lake Mead drop below 1,075 feet by the end of 2015?	False				0.0
455	Will the water level in Lake Mead drop below 1,075 feet by the end of 2015?	True				0.0
468	Will there be at least 50% more US patents granted in 2014 using the term 'virtual world(s)' in their title or abstract than there were granted in 2013 using the same term?	False				3.874
468	Will there be at least 50% more US patents granted in 2014 using the term 'virtual world(s)' in their title or abstract than there were granted in 2013 using the same term?	True				-14.532
465	Will the number of US patents granted in 2014 using the term 'telepresence' in their title or abstract be greater than the number of US patents granted in 2013 using the same term?	False				0.0
465	Will the number of US patents granted in 2014 using the term 'telepresence' in their title or abstract be greater than the number of US patents granted in 2013 using the same term?	True				0.0
462	Will there be at least one female winner of a Fields Medal in 2014?	False				-14.379
462	Will there be at least one female winner of a Fields Medal in 2014?	True				14.679
460	Will there be at least one 2014 Fields Medal winner with US nationality? 	False				0.0
460	Will there be at least one 2014 Fields Medal winner with US nationality? 	True				0.0
459	Will there be a hard fork to the Bitcoin block chain by December 31, 2014?	False				3.519
459	Will there be a hard fork to the Bitcoin block chain by December 31, 2014?	True				-16.046
456	Will additional evidence of waves in Titan’s seas be observed in new images by the end of the Cassini mission?	False				0.0
456	Will additional evidence of waves in Titan’s seas be observed in new images by the end of the Cassini mission?	True				0.0
484	Will the U.S. be the world leader in total oil production in 2015?	False				0.0
484	Will the U.S. be the world leader in total oil production in 2015?	True				0.0
508	Will evidence of proton decay be reported in the scientific literature by the end of 2017?	False				0.0
508	Will evidence of proton decay be reported in the scientific literature by the end of 2017?	True				0.0
529	Will the Battelle/R&D Magazine forecast for China’s total 2015 national research spending meet or exceed the country’s goal of  2.2% of GDP?	False				0.0
529	Will the Battelle/R&D Magazine forecast for China’s total 2015 national research spending meet or exceed the country’s goal of  2.2% of GDP?	True				0.0
531	Will Facebook use drones—perhaps high-altitude, solar-powered craft like those made by Titan Aerospace— to provide internet access in places where it is not currently accessible, by the end of December 2017?	False				0.0
531	Will Facebook use drones—perhaps high-altitude, solar-powered craft like those made by Titan Aerospace— to provide internet access in places where it is not currently accessible, by the end of December 2017?	True				0.0
532	Space agencies for the United States, the European Union, the Russian Federation, and China have announced “plans for plans” for manned missions to Mars, with target landing dates in the 2030s. When will a human being actually set foot on the surface of Mars?	False				0.0
532	Space agencies for the United States, the European Union, the Russian Federation, and China have announced “plans for plans” for manned missions to Mars, with target landing dates in the 2030s. When will a human being actually set foot on the surface of Mars?	True				0.0
533	Will at least one new clinical trial using the virtual world environment "Second Life" start recruiting participants before the end of June 2015?	False				0.0
533	Will at least one new clinical trial using the virtual world environment "Second Life" start recruiting participants before the end of June 2015?	True				0.0
534	Will quantum key distribution be integrated into a commercially available mobile device by 1 January 2017?	False				0.0
534	Will quantum key distribution be integrated into a commercially available mobile device by 1 January 2017?	True				0.0
535	Will Google incorporate infrared vision into future Google Glass models by the end of 2017?	False				0.0
535	Will Google incorporate infrared vision into future Google Glass models by the end of 2017?	True				0.0
541	Will the recent association between Sildenafil use and Melanoma, as demonstrated by Li et al., in the April 2014 issue of JAMA, prove to be a causal relationship?	False				0.0
541	Will the recent association between Sildenafil use and Melanoma, as demonstrated by Li et al., in the April 2014 issue of JAMA, prove to be a causal relationship?	True				0.0
551	Will global mobile cellular subscriptions reported by the International Telecommunication Union surpass the number of people on the planet by the end of 2014?	False				0.0
551	Will global mobile cellular subscriptions reported by the International Telecommunication Union surpass the number of people on the planet by the end of 2014?	True				0.0
552	Will the global gender gap in the number of internet users decline in 2014?	False				0.0
552	Will the global gender gap in the number of internet users decline in 2014?	True				0.0
559	Will wearable technology increase the susceptibility of malware attacks on consumer devices in 2014?	False				0.0
559	Will wearable technology increase the susceptibility of malware attacks on consumer devices in 2014?	True				0.0
560	Will wearable technology increase the susceptibility of malware attacks on enterprise systems in 2014?	False				0.0
560	Will wearable technology increase the susceptibility of malware attacks on enterprise systems in 2014?	True				0.0
562	Will quantum key distribution be integrated into a prototype mobile device by 1 January 2016?	False				0.0
562	Will quantum key distribution be integrated into a prototype mobile device by 1 January 2016?	True				0.0
579	Hitachi plans to offer a high density glass-based storage medium, able to store thousands of times more data than a DVD for millions of years. Will glass-based storage, capable of holding at least 1TB of data, be commercially available by the end of 2015?	False				0.0
579	Hitachi plans to offer a high density glass-based storage medium, able to store thousands of times more data than a DVD for millions of years. Will glass-based storage, capable of holding at least 1TB of data, be commercially available by the end of 2015?	True				0.0
580	Will Microsoft Office for iPad become one app instead of three apps (Word, Excel and Powerpoint) by the end of 2014? 	False				0.0
580	Will Microsoft Office for iPad become one app instead of three apps (Word, Excel and Powerpoint) by the end of 2014? 	True				0.0
581	Will an arrangement of qubits be created resulting in a gate error rate less than or equal to 1 in 1,000 be created by 1 January 2016??	False				0.0
581	Will an arrangement of qubits be created resulting in a gate error rate less than or equal to 1 in 1,000 be created by 1 January 2016??	True				0.0
583	Will there be a RFID malware attack by the end of 2014?	False				0.0
583	Will there be a RFID malware attack by the end of 2014?	True				0.0
584	Will the number of reported cyber attacks on the U.S. national electric grid surpass 250 incidents in 2014?	False				0.0
584	Will the number of reported cyber attacks on the U.S. national electric grid surpass 250 incidents in 2014?	True				0.0
588	Will cyber threats be more costly than physical threats to the U.S. national electric grid in 2014?	False				0.0
588	Will cyber threats be more costly than physical threats to the U.S. national electric grid in 2014?	True				0.0
608	Will planet, Kepler 62f, be found to have water on its surface?	False				0.0
608	Will planet, Kepler 62f, be found to have water on its surface?	True				0.0
623	Will Huawei confirm allegations that “back doors” were installed on their computer hardware before being sold? 	False				0.0
623	Will Huawei confirm allegations that “back doors” were installed on their computer hardware before being sold? 	True				0.0
624	Will a VC-funded Bitcoin business declare bankruptcy by December 31, 2014?	False				0.0
624	Will a VC-funded Bitcoin business declare bankruptcy by December 31, 2014?	True				0.0
625	Will a VC-funded Bitcoin business initiate a public IPO by December 31, 2014?	False				0.0
625	Will a VC-funded Bitcoin business initiate a public IPO by December 31, 2014?	True				0.0
628	Will ICANN delegate the operation of the generic top level domain "dot health" to an organization with no experience or expertise in healthcare in 2014?	False				0.0
628	Will ICANN delegate the operation of the generic top level domain "dot health" to an organization with no experience or expertise in healthcare in 2014?	True				0.0
629	Will a solar-powered plane circumnavigate Earth before the end of 2015?	False				0.0
629	Will a solar-powered plane circumnavigate Earth before the end of 2015?	True				0.0
633	Will a working spaser made completely out of carbon nanotubes and graphene be demonstrated before 1 June 2015?	False				0.0
633	Will a working spaser made completely out of carbon nanotubes and graphene be demonstrated before 1 June 2015?	True				0.0
635	Will the March 2014 announcement of the observation of primordial B-mode in the polarization of the cosmic microwave background be retracted?	False				0.0
635	Will the March 2014 announcement of the observation of primordial B-mode in the polarization of the cosmic microwave background be retracted?	True				0.0
638	When will the first reported collision occur between an autonomous car and a human driven vehicle on a public road?	By December 31, 2020				0.0
638	When will the first reported collision occur between an autonomous car and a human driven vehicle on a public road?	January 1, 2021 - December 31, 2024				0.0
638	When will the first reported collision occur between an autonomous car and a human driven vehicle on a public road?	January 1, 2025 - December 31, 2028				0.0
638	When will the first reported collision occur between an autonomous car and a human driven vehicle on a public road?	January 1, 2029 - December 31, 2032				0.0
638	When will the first reported collision occur between an autonomous car and a human driven vehicle on a public road?	Will not occur before January 1, 2033				0.0
639	When will a commercial prototype of prosthetic limbs powered by a neuromorphic electronic chip be available?	Before the end of 2015				-7.993
639	When will a commercial prototype of prosthetic limbs powered by a neuromorphic electronic chip be available?	2016				1.817
639	When will a commercial prototype of prosthetic limbs powered by a neuromorphic electronic chip be available?	will not happen by the end of 2016				1.817
640	Once operational, how many pounds of carbon dioxide per megawatt-hour will be generated by Canada's Boundary Dam carbon capture and storage coal power station in 2014?	Less than 300 pounds per megawatt hour				0.0
640	Once operational, how many pounds of carbon dioxide per megawatt-hour will be generated by Canada's Boundary Dam carbon capture and storage coal power station in 2014?	300 up to 350 pounds per megawatt hour				0.0
640	Once operational, how many pounds of carbon dioxide per megawatt-hour will be generated by Canada's Boundary Dam carbon capture and storage coal power station in 2014?	350 up to 450 pounds per megawatt hour				0.0
640	Once operational, how many pounds of carbon dioxide per megawatt-hour will be generated by Canada's Boundary Dam carbon capture and storage coal power station in 2014?	450 up to 800 pounds per megawatt hour				0.0
640	Once operational, how many pounds of carbon dioxide per megawatt-hour will be generated by Canada's Boundary Dam carbon capture and storage coal power station in 2014?	800 or more pounds per megawatt hour				0.0
640	Once operational, how many pounds of carbon dioxide per megawatt-hour will be generated by Canada's Boundary Dam carbon capture and storage coal power station in 2014?	None, the plant will not become operational in 2014.				0.0
641	Will researchers synthesize strontium-calcium ruthenate, a newly predicted polar metal?	False				0.0
641	Will researchers synthesize strontium-calcium ruthenate, a newly predicted polar metal?	True				0.0
644	Will the International Sun-Earth Explorer 3 start to collect data and send it to Earth?	False				0.0
644	Will the International Sun-Earth Explorer 3 start to collect data and send it to Earth?	True				0.0
646	What will be the next highest published efficiency of a tin-based perovskite solar cell?	False				0.0
646	What will be the next highest published efficiency of a tin-based perovskite solar cell?	True				0.0
647	Will Boeing's unmanned aerial vehicle, Phantom Eye, reach an airborne endurance of 4 or more days in a demonstrator test flight before the end of 2015?	False				0.0
647	Will Boeing's unmanned aerial vehicle, Phantom Eye, reach an airborne endurance of 4 or more days in a demonstrator test flight before the end of 2015?	True				0.0
649	In the week of November 23rd-29th 2014, will Walmart be searched more frequently than Amazon in Google Search?	False				-11.366
649	In the week of November 23rd-29th 2014, will Walmart be searched more frequently than Amazon in Google Search?	True				19.794
650	What will be the next published efficiency over 3 meters at 20 kHz for an Inductive Power Transfer System?	False				0.0
650	What will be the next published efficiency over 3 meters at 20 kHz for an Inductive Power Transfer System?	True				0.0
651	What will be the next published efficiency over 4 meters at 20 kHz for an Inductive Power Transfer System?	False				0.0
651	What will be the next published efficiency over 4 meters at 20 kHz for an Inductive Power Transfer System?	True				0.0
653	Will NASA land a telepresence robot on Venus by 2020?	False				0.0
653	Will NASA land a telepresence robot on Venus by 2020?	True				0.0
654	Will an unmanned aerial vehicle (UAV) break the world endurance record of 14 days (set in 2010 by QinetiQ's Zephyr) before the end of 2015?	False				0.0
654	Will an unmanned aerial vehicle (UAV) break the world endurance record of 14 days (set in 2010 by QinetiQ's Zephyr) before the end of 2015?	True				0.0
656	Will scientists create a fully air-transmissible, mammalian-infectious strain of avian influenza in a laboratory setting by the end of 2014?	False				0.0
656	Will scientists create a fully air-transmissible, mammalian-infectious strain of avian influenza in a laboratory setting by the end of 2014?	True				0.0
765	Will Sierra Nevada be selected for the next phase of NASA's Commercial Crew Development program, aimed at developing the so-called 'space taxi'?	False				12.091
765	Will Sierra Nevada be selected for the next phase of NASA's Commercial Crew Development program, aimed at developing the so-called 'space taxi'?	True				-13.526
767	How many organizations will be selected for the next phase of NASA's Commercial Crew Development program, aimed at developing the so-called 'space taxi'?	0				-13.833
767	How many organizations will be selected for the next phase of NASA's Commercial Crew Development program, aimed at developing the so-called 'space taxi'?	1				-13.833
767	How many organizations will be selected for the next phase of NASA's Commercial Crew Development program, aimed at developing the so-called 'space taxi'?	2				9.18
767	How many organizations will be selected for the next phase of NASA's Commercial Crew Development program, aimed at developing the so-called 'space taxi'?	3				-13.833
768	Will SpaceX successfully complete the first manned test flight of its Dragon V2 spacecraft before June 30, 2016?	False				2.113
768	Will SpaceX successfully complete the first manned test flight of its Dragon V2 spacecraft before June 30, 2016?	True				-5.046
762	When will the pharmaceutical industry produce a new drug to aid the deaf, by targeting the inner ear? 	By December 31, 2016				31.724
762	When will the pharmaceutical industry produce a new drug to aid the deaf, by targeting the inner ear? 	Between January 1, 2017 and December 31, 2018				31.724
762	When will the pharmaceutical industry produce a new drug to aid the deaf, by targeting the inner ear? 	Between January 1, 2019 and December 31, 2020				-70.021
762	When will the pharmaceutical industry produce a new drug to aid the deaf, by targeting the inner ear? 	Between January 1, 2021 and December 31, 2023				31.724
762	When will the pharmaceutical industry produce a new drug to aid the deaf, by targeting the inner ear? 	Between January 1, 2024 and December 31, 2027				31.724
762	When will the pharmaceutical industry produce a new drug to aid the deaf, by targeting the inner ear? 	Will not occur before January 1, 2028				31.724
657	Will Aerofex’s Aero-X hoverbike be available for sale and use by 2017?	False				0.0
657	Will Aerofex’s Aero-X hoverbike be available for sale and use by 2017?	True				0.0
659	Will 23andMe offer health-related genetic reports for new customers by December 2014?	False				0.0
659	Will 23andMe offer health-related genetic reports for new customers by December 2014?	True				0.0
660	Will GINA be expanded to include long term care insurance, life insurance or disability insurance by the end of 2014?	False				0.0
660	Will GINA be expanded to include long term care insurance, life insurance or disability insurance by the end of 2014?	True				0.0
670	Will Virgin Galactic begin commercial flights aboard SpaceShipTwo by the end of 2014?	False				0.0
670	Will Virgin Galactic begin commercial flights aboard SpaceShipTwo by the end of 2014?	True				0.0
673	Will Metaio have a commerically available version of Thermal Touch by the end of 2015?	False				0.0
673	Will Metaio have a commerically available version of Thermal Touch by the end of 2015?	True				0.0
674	Will Google acquire Twitch by the end of September 2014?	False				0.0
674	Will Google acquire Twitch by the end of September 2014?	True				0.0
679	Will a clinical study into the use of Velcade to overcome resistance to cancer drug Tarceva in advanced cancer patients start recruiting participants before the end of 2014?	False				0.0
679	Will a clinical study into the use of Velcade to overcome resistance to cancer drug Tarceva in advanced cancer patients start recruiting participants before the end of 2014?	True				0.0
681	Will DARPA's Mobile Hotspot program enter Phase 3 by the end of June 2015?	False				0.0
681	Will DARPA's Mobile Hotspot program enter Phase 3 by the end of June 2015?	True				0.0
682	Will carbon dioxide emissions from fossil-fuel power plants in the U.S. be 10% lower in 2016 than they were in 2011?	False				0.0
682	Will carbon dioxide emissions from fossil-fuel power plants in the U.S. be 10% lower in 2016 than they were in 2011?	True				0.0
684	Will Jupiter's Great Red Spot shrink below 9,000 miles in diameter before January 1, 2016?	False				0.0
684	Will Jupiter's Great Red Spot shrink below 9,000 miles in diameter before January 1, 2016?	True				0.0
686	By the end of 2014, will there be at least three US states that tax e-cigarettes?	False				0.0
686	By the end of 2014, will there be at least three US states that tax e-cigarettes?	True				0.0
687	At its first launch, will Apple's iWatch include a sensor to measure blood glucose level non-invasively?	False				0.0
687	At its first launch, will Apple's iWatch include a sensor to measure blood glucose level non-invasively?	True				0.0
689	Will an implanted glucose monitoring system that works continuously for at least a year get FDA approval before the end of 2016?	False				0.0
689	Will an implanted glucose monitoring system that works continuously for at least a year get FDA approval before the end of 2016?	True				0.0
691	Los Angeles and San Francisco lawmakers recently voted to extend the indoor public smoking ban to cover e-cigarettes; will state lawmakers do likewise for all of California before the end of 2014?	False				0.0
691	Los Angeles and San Francisco lawmakers recently voted to extend the indoor public smoking ban to cover e-cigarettes; will state lawmakers do likewise for all of California before the end of 2014?	True				0.0
692	Boston extended the indoor public smoking ban to cover e-cigarettes in 2011; will state legislators do likewise for the whole of Massachusetts before the end of 2014?	False				0.0
692	Boston extended the indoor public smoking ban to cover e-cigarettes in 2011; will state legislators do likewise for the whole of Massachusetts before the end of 2014?	True				0.0
693	Will the World Health Organization classify e-cigarettes as tobacco products under the Framework Convention on Tobacco Control (FCTC) in 2014?	False				0.0
693	Will the World Health Organization classify e-cigarettes as tobacco products under the Framework Convention on Tobacco Control (FCTC) in 2014?	True				0.0
702	Will researchers provide a practical demonstration of the newly discovered weakness in the discrete logarithm problem, used widely in cryptography, by December 31, 2014?	False				0.0
702	Will researchers provide a practical demonstration of the newly discovered weakness in the discrete logarithm problem, used widely in cryptography, by December 31, 2014?	True				0.0
703	Will a candidate vaccination for the Chikungunya virus infection successfully complete Phase II trials by  the end of 2015? 	False				0.0
703	Will a candidate vaccination for the Chikungunya virus infection successfully complete Phase II trials by  the end of 2015? 	True				0.0
704	Microsoft recently showed a test version of Skype Translator, a real-time language translation service for its Skype video chat app. Will Google announce a similar service to be available for its Hangouts video chat application by the end of 2014?	False				0.0
704	Microsoft recently showed a test version of Skype Translator, a real-time language translation service for its Skype video chat app. Will Google announce a similar service to be available for its Hangouts video chat application by the end of 2014?	True				0.0
705	Microsoft recently showed a test version of Skype Translator, a real-time language translation service for its Skype video chat app. Will Apple announce an equivalent service to be available for its Facetime video chat application by the end of 2014?	False				0.0
705	Microsoft recently showed a test version of Skype Translator, a real-time language translation service for its Skype video chat app. Will Apple announce an equivalent service to be available for its Facetime video chat application by the end of 2014?	True				0.0
706	When Microsoft launches Skype Translator, the real-time language translation service for its video chat application Skype, will it be a free add-on?	False				48.536
706	When Microsoft launches Skype Translator, the real-time language translation service for its video chat application Skype, will it be a free add-on?	True				-26.595
708	Will Boeing announce that it has started building a full-size, operational version of its unmanned aerial vehicle Phantom Eye before the end of 2015?	False				0.0
708	Will Boeing announce that it has started building a full-size, operational version of its unmanned aerial vehicle Phantom Eye before the end of 2015?	True				0.0
710	Will a 2 MW or larger floating wind turbine prototype be installed in the US in 2014?	False				0.0
710	Will a 2 MW or larger floating wind turbine prototype be installed in the US in 2014?	True				0.0
711	The clean & jerk world record set during the 2004 Olympic games has remained unbroken despite significant advances in sports science. Will a new clean & jerk world record be set before or during the 2016 Olympic Games?	False				0.0
711	The clean & jerk world record set during the 2004 Olympic games has remained unbroken despite significant advances in sports science. Will a new clean & jerk world record be set before or during the 2016 Olympic Games?	True				0.0
715	Will more than 50,000 new battery electric vehicles (BEVs) be sold in the U.S. in 2014?	False				0.0
715	Will more than 50,000 new battery electric vehicles (BEVs) be sold in the U.S. in 2014?	True				0.0
716	Will the number of new battery electric vehicles (BEVs) sold in the U.S. in the third quarter of 2014 be 30% higher than the number sold in the U.S. in the second quarter?	False				0.0
716	Will the number of new battery electric vehicles (BEVs) sold in the U.S. in the third quarter of 2014 be 30% higher than the number sold in the U.S. in the second quarter?	True				0.0
717	Will a Tesla electric car with a base price under $35,000 be for sale in the U.S. before the end of 2016?	False				8.746
717	Will a Tesla electric car with a base price under $35,000 be for sale in the U.S. before the end of 2016?	True				-16.993
718	Will more new hybrid electric vehicles (including plug-in hybrid electric vehicles) be sold in the U.S. in 2014 than were sold in the U.S. in 2013?	False				0.0
718	Will more new hybrid electric vehicles (including plug-in hybrid electric vehicles) be sold in the U.S. in 2014 than were sold in the U.S. in 2013?	True				0.0
719	Will hybrid and battery electric cars account for more than 4% of total new car sales in the U.S. in 2014?	False				0.0
719	Will hybrid and battery electric cars account for more than 4% of total new car sales in the U.S. in 2014?	True				0.0
722	When will reseachers announce the conversion of methane to methanol at room temperature through the use of metal-organic frameworks?	Before January 2015				0.0
722	When will reseachers announce the conversion of methane to methanol at room temperature through the use of metal-organic frameworks?	January 2015 to June 2015				0.0
722	When will reseachers announce the conversion of methane to methanol at room temperature through the use of metal-organic frameworks?	July 2015 to December 2015				0.0
722	When will reseachers announce the conversion of methane to methanol at room temperature through the use of metal-organic frameworks?	January 2016 to June 2016				0.0
722	When will reseachers announce the conversion of methane to methanol at room temperature through the use of metal-organic frameworks?	July 2016 to December 2016				0.0
722	When will reseachers announce the conversion of methane to methanol at room temperature through the use of metal-organic frameworks?	January 2017 to June 2017				0.0
722	When will reseachers announce the conversion of methane to methanol at room temperature through the use of metal-organic frameworks?	July 2017 to December 2017				0.0
722	When will reseachers announce the conversion of methane to methanol at room temperature through the use of metal-organic frameworks?	January 2018 to June 2018				0.0
722	When will reseachers announce the conversion of methane to methanol at room temperature through the use of metal-organic frameworks?	July 2018 to December 2018				0.0
722	When will reseachers announce the conversion of methane to methanol at room temperature through the use of metal-organic frameworks?	Will not occur before  January 1, 2019				0.0
723	Pluto's exact size has been difficult to determine due to its distance from Earth and light refraction in Pluto's atmosphere. What will the New Horizons space probe determine Pluto’s diameter to be when it flies by the dwarf planet in July 2015?	False				0.0
723	Pluto's exact size has been difficult to determine due to its distance from Earth and light refraction in Pluto's atmosphere. What will the New Horizons space probe determine Pluto’s diameter to be when it flies by the dwarf planet in July 2015?	True				0.0
725	When will physicists successfully achieve a direct high-precision measurement of the antiproton’s magnetic moment?	2014				0.0
725	When will physicists successfully achieve a direct high-precision measurement of the antiproton’s magnetic moment?	2015				0.0
725	When will physicists successfully achieve a direct high-precision measurement of the antiproton’s magnetic moment?	2016				0.0
725	When will physicists successfully achieve a direct high-precision measurement of the antiproton’s magnetic moment?	Will not be achieved and reported before January 1, 2017				0.0
726	Will the first piece of debris from MH370 be found along the 7th arc by January 1, 2016?	Yes				3.431
